ID x y RA DEC sed e(4405-5495) wfpc2_f336w
556 511.5 432.278 0.0 0.0 kurucz_30000_ms_z0.fits 0.4 17.23
31 511.5 515.586 0.0 0.0 kurucz_30000_ms_z0.fits 0.4 13.14
9 511.5 546.26 0.0 0.0 kurucz_30000_ms_z0.fits 0.4 12.29
129 511.5 943.0 0.0 0.0 kurucz_30000_ms_z0.fits 0.4 16.211
121 511.5 497.0 0.0 0.0 kurucz_30000_ms_z0.fits 0.4 14.81
380 511.5 489.157 0.0 0.0 kurucz_30000_ms_z0.fits 0.4 16.47
9900 511.5 554.0 0.0 0.0 kurucz_30000_ms_z0.fits 0.4 15.0
