166.730000	996.519000	108.343000	945.445000
126.454000	810.956000	68.702000	758.623000
65.583000	798.899000	4.635000	746.776000
119.300000	794.188000	59.898000	741.686000
181.444000	752.252000	116.655000	700.798000
83.705000	735.445000	21.573000	683.226000
67.301000	689.724000	5.779000	637.775000
114.327000	669.796000	52.573000	617.484000
140.497000	650.962000	76.583000	598.488000
135.151000	638.522000	75.174000	586.711000
106.343000	638.772000	44.717000	586.674000
116.358000	624.398000	52.502000	571.769000
160.789000	648.967000	100.064000	597.593000
116.917000	631.893000	52.376000	579.492000
174.287000	618.708000	109.215000	567.406000
178.442000	610.388000	116.540000	559.310000
130.464000	564.364000	68.334000	511.763000
136.485000	591.865000	76.539000	539.657000
139.482000	582.252000	76.482000	529.424000
108.354000	586.657000	44.575000	534.613000
110.913000	570.564000	50.500000	518.408000
114.373000	365.634000	51.726000	313.596000
89.423000	576.436000	28.307000	524.563000
79.707000	564.394000	20.186000	512.608000
74.913000	394.285000	12.609000	342.484000
186.805000	544.675000	124.349000	493.081000
121.373000	414.392000	60.605000	362.398000
116.461000	399.099000	52.693000	346.763000
140.460000	384.459000	76.395000	332.295000
182.201000	381.368000	116.576000	330.257000
69.459000	422.390000	5.357000	370.561000
75.604000	410.594000	12.402000	358.798000
195.518000	505.130000	131.838000	453.598000
157.945000	434.803000	92.417000	382.249000
197.807000	414.947000	132.248000	363.621000
89.584000	469.313000	28.564000	417.255000
125.620000	526.414000	60.406000	474.100000
153.165000	423.598000	90.500000	370.939000
75.180000	512.246000	11.951000	460.006000
116.567000	514.717000	52.746000	462.585000
121.394000	458.294000	60.903000	406.325000
89.515000	453.959000	28.548000	402.121000
97.428000	446.758000	36.570000	394.656000
82.498000	437.424000	20.371000	385.561000
121.666000	504.243000	60.223000	451.776000
121.560000	496.869000	60.516000	444.592000
142.205000	482.835000	78.500000	430.143000
115.855000	476.169000	54.054000	423.665000
118.930000	444.883000	53.200000	392.589000
116.507000	434.505000	52.390000	382.546000
173.457000	447.989000	109.468000	396.606000
84.331000	538.721000	20.380000	486.727000
106.571000	481.165000	44.414000	428.881000
100.777000	476.601000	37.089000	424.511000
133.611000	441.744000	68.937000	389.528000
133.092000	431.648000	68.490000	379.475000
156.165000	456.156000	94.500000	403.064000
143.544000	470.584000	82.500000	416.641000
140.878000	459.668000	76.571000	406.949000
166.834000	580.632000	100.856000	529.076000
183.243000	573.087000	116.175000	521.285000
168.848000	566.737000	107.692000	515.527000
86.402000	531.265000	21.425000	479.070000
138.436000	419.447000	76.748000	367.444000
149.627000	400.261000	84.503000	347.617000
139.449000	356.883000	76.545000	304.685000
153.498000	362.764000	90.000000	310.383000
73.290000	368.541000	12.438000	316.567000
82.493000	356.334000	20.236000	304.673000
78.195000	345.810000	13.077000	294.090000
196.569000	333.355000	132.600000	281.653000
172.004000	297.451000	108.500000	246.457000
176.374000	290.522000	108.694000	239.482000
84.564000	293.774000	20.757000	242.238000
74.186000	277.069000	11.854000	225.501000
135.802000	262.251000	69.262000	209.952000
137.737000	246.035000	71.000000	193.939000
187.774000	237.712000	123.572000	186.607000
147.657000	221.275000	83.779000	169.149000
153.388000	200.069000	84.486000	147.620000
193.470000	192.624000	123.955000	141.646000
109.957000	179.052000	44.874000	127.589000
70.535000	186.475000	4.625000	134.976000
86.314000	152.185000	20.691000	100.659000
87.976000	163.736000	20.553000	112.500000
82.939000	158.471000	20.497000	107.546000
132.205000	143.879000	67.147000	92.137000
186.804000	125.431000	118.165000	74.317000
84.237000	125.031000	20.838000	73.797000
173.110000	111.893000	108.885000	61.071000
82.442000	85.649000	18.500000	34.621000
194.409000	309.440000	132.518000	258.356000
184.365000	228.938000	116.616000	177.829000
122.764000	153.508000	60.676000	102.432000
186.835000	865.817000	124.446000	813.993000
168.400000	627.642000	108.379000	576.365000
113.484000	660.363000	52.288000	608.193000
147.505000	616.597000	84.262000	564.071000
153.945000	527.641000	92.636000	474.961000
173.571000	486.821000	108.608000	435.481000
173.573000	481.563000	108.286000	430.433000
182.584000	495.724000	116.413000	444.316000
181.367000	451.036000	116.187000	399.648000
191.891000	446.033000	124.362000	394.539000
179.616000	396.641000	116.320000	345.465000
172.701000	392.424000	108.168000	341.459000
166.465000	388.553000	100.353000	337.402000
142.616000	541.424000	76.393000	488.199000
157.258000	541.804000	92.266000	489.106000
73.434000	528.423000	12.580000	476.587000
68.407000	451.495000	4.495000	399.838000
76.500000	448.946000	12.553000	396.986000
93.733000	405.374000	28.648000	353.278000
90.545000	384.354000	28.476000	332.539000
126.713000	375.633000	60.360000	323.575000
123.819000	320.424000	60.496000	268.275000
108.565000	333.608000	44.140000	281.596000
135.433000	287.194000	68.181000	234.739000
117.249000	305.594000	52.149000	253.352000
164.386000	340.974000	100.246000	289.823000
118.942000	89.810000	52.284000	38.234000
94.809000	185.258000	28.013000	133.606000
75.444000	262.067000	12.507000	210.669000
85.280000	218.580000	20.442000	167.004000
149.050000	597.628000	84.133000	544.891000
155.502000	600.433000	92.176000	547.695000
149.356000	521.567000	84.320000	468.799000
152.574000	499.645000	92.198000	447.133000
161.351000	495.793000	100.479000	444.649000
