ID x y RA DEC sed e(4405-5495) wfpc2_f336w
71 511.5 507.0 0.0 0.0 kurucz_30000_ms_z0.fits 0.4 13.0
9900 511.5 511.8 0.0 0.0 kurucz_30000_ms_z0.fits 0.4 13.0
9901 511.5 587.0 0.0 0.0 kurucz_30000_ms_z0.fits 0.4 15.0
9902 511.5 520.0 0.0 0.0 kurucz_30000_ms_z0.fits 0.4 15.0
9903 511.5 553.0 0.0 0.0 kurucz_30000_ms_z0.fits 0.4 15.0
9904 511.5 571.0 0.0 0.0 kurucz_30000_ms_z0.fits 0.4 15.0
